no.	title	genre	content	age
154	가담항설, 랑또	스토리, 판타지	이번 주인공은 돌이다!돌이지만 동료도 모으고 악당도 물리친다!랑또 작가표 동양 판타지 소년만화	12세 이용가
155	겟백, 세윤	에피소드, 드라마	7년 전, 운명이 뒤바뀐 소녀들. 하루 하루가 지옥이었다!	15세 이용가
156	집사레인저, 현실안주형	스토리, 액션	고양이가 세상을 지배한다.2019 지상최대공모전 2기 대상 수상작!	12세 이용가
157	꽃만 키우는데 너무강함, 쿰타타&주현후	스토리, 판타지	황재호는 자신의 꿈인 꽃집을 차리기 위해 게임을 시작하게 되는데,게임 속에서 꽃집을 운영하기 위한 재호의 긴 여정이 시작된다	전체연령가
158	하드캐리휴재, 조양	스토리, 드라마	"""그 티어에 잠이 오냐?""천상계 듀오의 프로게이머 도전기."	전체연령가
159	병의 기록, 베어리	에피소드, 드라마	충성! 이건 진짜 군대 이야기지 말입니다!	12세 이용가
160	만물의 영장, 보민	에피소드, 개그	저세상 능력치 자연인의문명사회 적응기	전체연령가
161	가타부타타, 숭어	스토리, 로맨스	모든 게 서툴고 어색했던 중학교 2학년 15살의 첫 연애.그렇게 헤어졌던 첫사랑을 같은 대학, 자취방 바로 옆집에서 다시 마주하다! 사랑이 뭔지, 연애가 뭔지 아직도 헷갈리고 서툴기만 한 스무 살. 과연 이번엔스스로에게 당당하고 서로를 솔직하게 마주하는 연애에 성공할 수 있을까?	전체연령가
162	신비, 반지	스토리, 로맨스	긴 잠에서 깨어난 미지의 생명체 신비와 그녀를 사랑하게 된 가람의 사랑 이야기 '나의 뮤즈가 되어 줄래?'	12세 이용가
163	특수 영능력 수사반, 사다함	스토리, 판타지	어느 날 갑자기 귀신이 보이기 시작한 한 형사의 특별한 수사기.	12세 이용가
164	어쩔꼰대, 강선율&Jencil	스토리, 액션	빵셔틀과 뒤바뀐 꼰대 조폭?!이제 일진은 꼰대로 잡는다	12세 이용가
165	무모협지, 초신우	스토리, 개그	강호를 평정했지만 그를 괴롭히는 한가지 고민그것은 바로 대.머.리.발모제를 향한 그의 모험이 시작된다!	12세 이용가
166	킬더킹, 마사토끼&joana	스토리, 드라마	왕의 재능이란 무엇일까?왕좌의 새로운 주인, 진정한 왕에 걸맞는 재능을 가려내는 게임이 시작된다!	전체연령가
167	당신의 과녁, 고태호	스토리, 드라마	모든 것을 잃어버린 17년. 그래도 아직... 살아있다.나를 살인자라 손가락질한 당신들은... 무죄입니까?	15세 이용가
168	로그아웃, 임목원	옴니버스, 스릴러	인간이 상상하기 힘든 신기술들이 개발되고욕망을 충족해가는 사람들... 인류에게 주어진 선물일까, 저주일까	전체연령가
169	셧업앤댄스, 이은재	스토리, 드라마	아이돌 연습생 5년. 오디션 프로그램 탈락. 학교로 돌아왔다.에어로빅부??? 제발 날 내버려 둬! 난 이제 조용히 살고 싶다고!	전체연령가
170	소녀180, 나우원&델라	스토리, 드라마	키 184cm 꽃미모 소녀의파란만장 남자패션모델 도전기!	12세 이용가
171	날 가져요, 로즈빈&원펀치래빗	스토리, 드라마	썸타는 영혼과의 살 떨리는 동거♥  어느 날부터 찬양의 집에 영혼이되 영혼이 아닌 ‘그’가 찾아오기 시작한다. 두려움에 몇날 며칠을 피하기만 하던 찬양은 드디어 용기를 내 낯설고 두려운 ‘그’와 마주한다.  그런데 뜻밖에도 그는 찬양에게 저승에서 자신에게 목숨 빚을 졌으니 그 빚 갚음으로 자신을 죽이려 한 범인을 함께 잡아달라 제안하는데! 그렇게 시작된 영혼과의 강제동거!	전체연령가
172	안개무덤, 김태영	스토리, 스릴러	실종된 가족을 수사하려고 하면 할수록, 알 수 없는 초자연 현상에 시달린다.사건 현장을 뒤덮는 벌레들. 그리고 부적. 이곳은 무덤이다.지상최대공모전 우수상 수상작! 숨막히는 공포 스릴러가 왔다!	15세 이용가
173	롤랑롤랑, 자유	스토리, 판타지	코기 왕자 롤랑의 멍뭉미 넘치는 모험판타지!	전체연령가
174	미드나잇 체이서휴재, 석재윤	스토리, 스포츠	고급차에 눈이 멀어 차를 훔친 고은구,불법도박 레이싱에 강제소환되어 위험천만 활극을 펼친다.	15세 이용가
175	데이빗, d몬	스토리, 드라마	시골 농장 데이빗의 자아를 찾기 위한 여정.사람은 무엇으로 정의하는가	12세 이용가
176	셈하는 사이, 면지	스토리, 로맨스	사람의 마음을 1에서 100까지의 '숫자'로 볼 수 있는 권모란.괴상한 능력을 없애기 위한 파란만장 고교생활이 시작된다!	전체연령가
177	깁스맨, 맹물	스토리, 드라마	정의를 위해 일진으로 살았다. 근데 정의가 뭔지는 알아?	12세 이용가
178	겟라이프, MOOHAK	스토리, 판타지	축복과 혼돈의 힘 '라이프'!이를 둘러싼 음모와 대전쟁의 시작	12세 이용가
179	갑자기 커피, 우&리지	스토리, 개그	스무살, 첫 커피… 그리고 첫 사기…?!세계 최고의 바리스타였던 지오반니와 조금(?)은 특이한 직원들과 함께하는20살 동우의 본격 카페 알바 이야기!	전체연령가
180	이계 무슨 황비휴재, 전현서&은영	스토리, 로맨스	콜센터 상담원 예롬은 진상 고객을 찾아가던 중 이세계 초국에 도착하고, 얼떨결에 그곳의 황제 비위 전담 대신이 되는데?	12세 이용가
181	손아귀, 황정훈	스토리, 스릴러	직장인 브이로그를 운영중인 소진.알 수 없는 살인사건에 휘말리다.	15세 이용가
182	불릿 6미리, 김도근	스토리, 스포츠	축구부 에이스, 좋아하는 선배에게 고백하려 했는데... 에어소프트 게임 마스터가 된다?!	전체연령가
183	방 안의 코끼리, 고요	스토리, 로맨스	8년째 친구인 짝사랑남 VS. 날 좋아하는 연하남  한여름의 두 사랑 로맨스!	전체연령가
184	스테어스, 옹구	스토리, 판타지	세상의 끝에서 가장 강한 자로 태어나라	12세 이용가
185	갓도령스, 도로롱	스토리, 드라마	갓을 쓴 네명의 꽃도령그들과 함께 드랍 더 비트!	전체연령가
186	밤하늘에 구름운, 견지&그리온	스토리, 로맨스	망겜 <검풍 온라인>의 NPC 초낙운, 서윤의 평범했던 일상에 등장!?NPC와의 좌충우돌 로맨스지상최대공모전 1기 우수상 수상 작품	전체연령가
187	사소한 냐냐, LICO	에피소드, 일상	움직이는 웹툰 숏애니! 4개월 이후 중성화 수술을 하게 되는 '냐냐'과연 사.소(사이코패스+소시오패스)한 고양이로 거듭나 땅콩을 사수할 수 있을까?!	전체연령가
188	열등의 조건, 또이	스토리, 드라마	전교 2등만 해오던 정아.불안감에 시험지를 훔치게 된다.	12세 이용가
189	루시퍼의 경호원, 문설희&직선	스토리, 판타지	루시퍼의 힘을 얻게 된 경호원과 힘을 뺏긴 루시퍼의 구슬 쟁탈전 !	12세 이용가
190	외모지상주의, 박태준	스토리, 드라마	어느날 그에게 일어난 기적같은 일	15세 이용가
191	갓 오브 하이스쿨, 박용제	스토리, 액션	전국, 전세계 고등학생 중 가장 쎈 녀석을 뽑는 대회가 열린다.허구 100% 막장 액션의 끝!! 기대하시라!!!	12세 이용가
192	이제 곧 죽습니다, 이원식&꿀찬	스토리, 드라마	아무래도 이번 생은 실패다.죽음과 함께 시작된 13번의 새로운 삶	15세 이용가
193	스위트홈, 김칸비&황영찬	스토리, 스릴러	절망의 세상을 비관하고 스스로를 고립시킨 한 소년,하지만 이제 소년은 밖으로 나가고 싶다.	15세 이용가
194	더 게이머, 성상영&상아	스토리, 판타지	이유도 모른 채 현실이 게임처럼 뒤바뀐다면 어떻게 될까?레벨이 오르고, 스테이터스를 올릴 수 있다면?게임이 되어 버린 현실 속 모험기!	전체연령가
195	테러맨, 한동우&고진호	스토리, 액션	한 사람이라도 더 살릴 수 있다면 테러리스트가 되어도 상관없어.	15세 이용가
196	닥터 프로스트 시즌 3~4, 이종범	스토리, 드라마	세상으로부터의 무력감. 엄습하는 두려움. 또다시 덧씌운 분노.끝없는 혐오의 고리로 만들어진 지옥도가 펼쳐진 대한민국.닥터프로스트와 그의 제자 윤성아가 거대한 음모를 막아선다.	15세 이용가
197	재혼 황후, 알파타르트&숨풀	스토리, 로맨스	동대제국의 완벽한 황후였던 나비에.​황제인 남편이 정부를 황후로 만들려는 것을 알고 이혼을 택한다. 그리고 결심한다.이곳에서 황후가 될 수 없다면 다른 곳에서 황후가 되겠다고.인기 웹소설 <재혼 황후>가 웹툰화되다!	12세 이용가
198	1초, 시니&광운	스토리, 드라마	구조율 100%의 전설적인 소방관​그의 특별한 능력은 무엇인가?	전체연령가
199	화장 지워주는 남자, 이연	에피소드, 드라마	밋밋한 얼굴의 대학생이 천재 메이크업 아티스트의 뮤즈?!	전체연령가
200	삼국지톡컷툰, 무적핑크&이리	에피소드, 시대극	"""유비, 조조, 손권 등 영웅들이 활약하던 후한, 그 난세에 핸드폰이 있었다면?메신저로 소통하고, 개인 방송으로 군사를 모집한다! 이제껏 보지 못한 완전히 새로운 삼국지!"""	12세 이용가
201	트럼프, 이채은	스토리, 판타지	사형 위기에 직면한 수배범 아버지와 세상 누구보다 존경하는 단장님 사이,소년의 갈등이 시작된다. <트럼프> 시즌4!	전체연령가
202	금붕어, 명랑&애풍	스토리, 액션	시한부 판정을 받게 된 킬러. 조득만.우연히 손에 넣게 된 금붕어 한 마리 덕분에 암흑가의 조직과 마켓, 검찰의 타겟이 되고 마는데...	15세 이용가
203	난약, 정현주&박진환	스토리, 판타지	진짜를 보는 눈, 그 눈에 비친 기이한 세계	15세 이용가
204	냐한남자, 올소	스토리, 로맨스	냥줍을 잘못하면...남자친구가 생깁니다(?)	전체연령가
205	헬로도사, 웅비	스토리, 판타지	"""이번 생에도 안녕?""천재도사와 그가 지켜야 하는 어느 소녀의 이야기."	12세 이용가
206	몽홀, 장태산	스토리, 시대극	차갑고 척박한 땅 몽홀그 곳에서 펼쳐지는 감동의 대서사시	전체연령가
207	스윗솔티, 달삐	스토리, 드라마	이번 알바는 잘리면 안 된다!!욱하는 성격에 매번 사고만 치는 경찰 준비생의 성질 개조 알바가 시작됩니다.	전체연령가
208	현혹, 홍작가	스토리, 스릴러	매혹적인 여인의 초상화 의뢰를 맡은 화가. 시간이 지날수록 밝혀지는 여인의 정체와 미스터리한 사건들, 그리고 어느새 여인에게 현혹된 화가의 이야기	15세 이용가
209	복학생 정순이, 한짜장	스토리, 드라마	22살 정순이가 춘장고등학교에 복학하면서 일어나는 이야기!	12세 이용가
210	옆집친구, 이한솔	스토리, 로맨스	그냥 옆집친구였던 네가이제는 다르게 보여-	12세 이용가
211	소심한 팔레트, 한민기	스토리, 로맨스	당신의 설렘이 현실이 되는일러스트 동아리 팔레트로 오세요	전체연령가
212	가슴털 로망스, 갸오오	스토리, 개그	최고의 상남자가 되기 위한 여행을 떠나는 장호풍과 친구들명언범벅 눈물범벅 의리범벅 개그만화!	전체연령가
213	골든 체인지, 브림스	스토리, 판타지	세상에서 가장 불운한 소녀 강유와 소녀의 불운을 막아주는 수상한 산신령 우암이 펼치는 판타지세계	전체연령가
214	금혼령-조선혼인금지령, 천지혜&산책	스토리, 로맨스	7년째 이어진 조선혼인금지령?!왕을 상대로 한 인생 사기극	15세 이용가
215	하르모니아, YOON&JINU	스토리, 스릴러	21세기 개발된 노화방지약 하르모니아로영생을 얻게 된 인류의 이야기	12세 이용가
216	걸어서 30분휴재, 이온도	스토리, 로맨스	은하학원 위성은과 지구봉의 귀갓길 로맨스.  세상 가장 설레는 시간, 걸어서 30분	전체연령가
217	신상 미스터리 극장, 신상윤	옴니버스, 스릴러	예상을 뒤엎을 연극의 막이 올랐다.당신의 상상, 그 이상의 것	15세 이용가
218	너의 미소가 함정, 앵고	스토리, 로맨스	살기 뿜뿜 살벌한 여자 차백합과 빛나는 외모를 가린 남자 안기유!운명처럼 짝이 된 둘의 난감 빠방 스쿨 라이프!	전체연령가
219	도롱이, 사이사	스토리, 드라마	유일무이 이무기 백정 집에서 태어난 권삼복! 처음으로 자연산 이무기와 마주하게 된다.	12세 이용가
220	고래별, 나윤희	스토리, 로맨스	1926년 일제 식민 지배 하의 조선. 17세 소녀 수아는 군산 일대 친일파 대지주의 집에서 몸종으로 일하고 있다. 어느 날 수아는 부상을 입은 채 해변가에 쓰러져 있는 독립운동가 의현을 발견하고, 그를 보호하게 되는데...	12세 이용가
221	자취로운 생활, 츄카피	에피소드, 일상	츄카피의 신개념 방구석 서바이벌(?) 자취툰	전체연령가
222	구독금지, 김이연	스토리, 스릴러	우리 채널에 범죄자가 접속했다.숨막히는 생방송 스릴러!​	15세 이용가
223	사우러스, 이노	스토리, 판타지	다시 돌아온 공룡의 시대! 무너진 인류문명을 지키려는 자들의 이야기	전체연령가
224	9등급 뒤집기, 아백	스토리, 드라마	한번호로 찍어도 받기힘들다는 9등급이1등급을 노리기 시작했다!	전체연령가
225	후덜덜덜 남극전자, 김민혁	옴니버스, 개그	남극전자 출근 1일차, 신입사원 김정훈! 이직을 준비중입니다.	전체연령가
226	사냥개들, 정찬	스토리, 액션	빚 때문에 얽힌 세 명의 젊은이들, 그들이 보여주는 더러운 돈 사냥이 시작된다.	18세 이용가
227	버그, 해마&송지형	스토리, 액션	세상에 발생한 버그 현상을 이용해인류를 지배하려는 자와 저지하는 자의 대립	12세 이용가
228	개미, 재희	스토리, 스릴러	우리의 발 밑에 그들이 살고있다.	15세 이용가
229	나쁜 쪽으로, 오은&이세릴	스토리, 드라마	학급 회비를 훔친 오해를 받는 선에게 마리는 책임을 묻는 대신 기묘한 제안을 한다. 그것은 구원의 손길이었을까 지상최대공모전 장려상 수상작! <나쁜 쪽으로>	12세 이용가
230	대표님이 구독하셨습니다, 신지원&한혜린	스토리, 드라마	유명 로맨스 작가 하윤서. 우연히 <미라클 스토리>의 대표 백승혁을 만나 첫눈에 반해 벌어지는 은밀한 로맨스 코미디!	12세 이용가
231	꼬맹이를 부탁해!, 마라링	스토리, 로맨스	좋아하는 누나에게 고백하고 차인 호연, 그런데 집에 놀러 온 귀찮은 꼬맹이가 누나의 동생이라구?! 고백도 하고, 애도 돌보고! 꼬맹이와 함께 하는 일상!	전체연령가
232	나의 첫번째 새벽, 신매	스토리, 감성	"""너에게 작은 용기를 줄게.""하늘을 나는 소년을 만난 소녀의 이야기"	전체연령가
233	합법해적 파르페, 뼈피살	스토리, 판타지	비범한 공주님 파르페의 신묘한 모험 판타지	전체연령가
234	하루, 오늘	스토리, 로맨스	첫사랑에 실패한 복학생 진우, 연애를 다신 안 하겠다고 다짐한다.드디어 복학 첫 날, 어쩐지 마음이 끌리는 교환학생 일본인 하루를 도와주면서 친해지게 되고, 전여친 차희연을 마주한다.	전체연령가
235	감히, 희나리	스토리, 스릴러	지상최대공모전 2기 영상화/장려상 수상작!내가 죽어야 끝난다?다가오는 음모와 죽음 앞에 처절하게 맞선 한 여자.	15세 이용가
236	얌전한 사이, JQ&이진영	스토리, 드라마	바라보기만 했던 그 사람이 아내를 잃었다. 미쳤어! 난 결혼했잖아…	15세 이용가
237	호랑이형님, 이상규	스토리, 액션	신비한 힘을 가진 아이를 이용하여 세상을 지배하려는 반인반수 흰눈썹! 그리고 얼떨결에 아이의 보호자가 된 괴물호랑이 빠르와 착호갑사 지망생 가우리!이제 힘을 합쳐 흰눈썹으로부터 아이와 세상을 지켜라!!!	15세 이용가
238	유미의 세포들컷툰, 이동건	에피소드, 로맨스	유미는 지금 무슨 생각을 하고 있을까?그녀의 머릿속에서 바쁘게 움직이는 세포들 이야기!	12세 이용가
239	프리드로우, 전선욱	스토리, 드라마	한태성을 중심으로 벌어지는 다양한 청춘들의 스펙타클한 학원 시트콤 드라마	15세 이용가
240	회춘, 기안84	에피소드, 드라마	두 번의 청춘이 오는 세상에서살아가는 사람들 이야기	15세 이용가
241	취사병 전설이 되다, 제이로빈&이진수	스토리, 판타지	대한민국 대표 흙수저, 강성재. 불안하기만 한 군생활에 한줄기 빛처럼 다가온 전설의 취사병이 될 기회!	전체연령가
242	비질란테, CRG&김규삼	스토리, 액션	법은 구멍이 나 있다. 내가 그 구멍을 메운다. 널 풀어준 법을 원망해라.	15세 이용가
243	스터디그룹, 신형욱&유승연	스토리, 액션	최악의 깡패소굴 유성공고. 교내 유일 스터디그룹의 피튀기는 생존기	15세 이용가
244	나이트런, 김성민	스토리, 판타지	우주력 430년. 성간이동이 가능해져 별과 별을 이동하는 시대인간은 괴수와 싸우고 있다. 기사와 함께.광활한 우주를 배경으로 판타지 SF가 다가온다.	15세 이용가
245	윌유메리미, 마인드C	에피소드, 일상	외모는 상남자, 마음은 감성소녀 윌.외모는 청순녀, 마음은 터프가이 메리! 서울 부산 띠동갑 커플의 리얼 연애 일기	전체연령가
246	모죠의 일지컷툰, 모죠	에피소드, 개그	소신있는 취향과 내성적인 성향.훌륭한 집순이 모죠의 은밀한 비밀들	전체연령가
247	어글리후드, 미애	스토리, 판타지	외계인이 유일신으로 군림한 미친 세상, 바꾸고싶다면 사탄이 되어라	12세 이용가
248	초인의 시대, 섭이	스토리, 액션	사기캐 고딩 히어로 등.장.	15세 이용가
249	민간인 통제구역, OSIK	스토리, 스릴러	GP 그 이면에 감춰져있던. 차마 말하지 못했던 이야기들	15세 이용가
250	갓핑크, 이상신&국중록	스토리, 액션	흥분하면 거대해지는 그놈!박성기를 함부로 자극하지 마라​	15세 이용가
251	나를 바꿔줘, 이지호&호띠	스토리, 드라마	인생을 바꾸기 위해 얼굴을 훔치다	15세 이용가
252	언데드, 김우준	스토리, 스릴러	대한의 혈청을 통해 회복되는 듯 보이던 좀비 바이러스들에 문제가 생겼다. 복원센터는 더이상 대한의 혈청이 듣지 않아 난관을 겪고, 대한일행은 석배를 회복시킬 ‘새로운 혈청’을 찾기 위해 무법지대로 떠나지만, 그곳에는 또 다른 시련이 기다리고 있다!	15세 이용가
253	먹이, 외눈박이&박수봉	옴니버스, 스릴러	‘불길한 것들이 현실로 넘어오기 시작했다’ 귀신을 보는 아이들과 그들이 겪는 악몽 같은 이야기들.	15세 이용가
254	두번째 생일, 스프링	스토리, 스릴러	열여덟 번째 생일 날. 차마 기억하고 싶지 않은 '그것'이 찾아왔다.	12세 이용가
255	친애하는 X, 반지운	스토리, 드라마	국내 최고의 여배우 '백아진'의 몰락,그리고 그 뒤에 숨겨진 그녀의 두 얼굴	15세 이용가
256	탑코너, 윤성&라군	스토리, 스포츠	수학 천재의 킥오프! 꿈을 좇는 소년들의 축구드라마	전체연령가
257	홍시는 날 좋아해!, 강하다&웃는해	에피소드, 로맨스	스무 살 고3 홍시호의 즐거운 학교생활!애정이 넘치는 학원 캠퍼스 시트콤 <홍시는 날 좋아해!>	전체연령가
258	아홉수 우리들휴재, 수박양	스토리, 로맨스	스물아홉 우리들의 팩트폭행 로맨틱 코미디!	전체연령가
259	열불 로맨스, 홍치	스토리, 로맨스	죽기 싫으면 연애하라!화 많은 소녀 불화자의 살기 위한 필'수(水)' 로맨스.	전체연령가
260	공유몽, 주신&유령선	스토리, 판타지	자각몽을 뛰어넘은 또 다른 꿈의 세계가 있다면?꿈을 빼앗긴 자들이 모이는 곳	전체연령가
261	꼬리 있는 연애, 진하&헤폰	스토리, 로맨스	"""나무꾼의 환생과 결혼하지 않으면 여우가 된다고?!!""운명의 상대를 찾기 위한 윤하의 고군분투 연애담이 시작된다."	전체연령가
262	고인의 명복, 조주희&유노	스토리, 드라마	이승과 저승, 삶과 죽음을 둘러싼한국형 미스터리 판타지	전체연령가
263	왕세자 입학도, 무번	스토리, 드라마	조선 후기, 성균관에 자그마한 신참이 들어온다! 모종의 이유로 정체를 숨기고 성균관 유생이 된 왕세자가 보고 겪는 체험! 민중의 현장!	전체연령가
264	피라미드 게임, 달꼬냑	스토리, 스릴러	매달 마지막 주 목요일 5교시, 잔혹한 서열게임이 시작된다.이 섬뜩한 교실에서 전학생 성수지는 살아남을 수 있을까?	15세 이용가
265	누군가의 로섬, 방농구	스토리, 드라마	로섬이란 남자, 정체가 궁금하다.	전체연령가
266	여고전설, 어스문&이제스	스토리, 액션	약육강식의 여고, 센 언니들이 몰려온다.	15세 이용가
267	틴맘, theterm	스토리, 드라마	나 혼자서 잘 할수 있을까?어린 엄마의 좌충우돌 육아일기	12세 이용가
268	우주최강대스타, 젤리피쉬&도힌이	스토리, 로맨스	반전(?) 셀기꾼 수지와 아이돌 ‘루시퍼’가 SNS로 엮이면서 벌어지는 속고 속이는 위험천만 ‘반전 밀당 로맨스’ ※본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.※	전체연령가
269	함부로 대해줘, 선우	스토리, 로맨스	지금도 조선시대는 이어지고 있다?!성산마을에서 온 철벽남 제자 신윤복과 저돌적인 직진녀 스승 김홍도의 본격 디펜스 로맨스.	전체연령가
270	토끼대왕, 김숭늉	스토리, 스릴러	살인마 교생, 왕따를 구원하다.	18세 이용가
271	거미, 모아이	스토리, 스릴러	거미 떼로 뒤덮인 섬마을.의심의 거미줄 속에서 그녀는 탈출할 수 있을까?	15세 이용가
272	두근두근 마감 중, 연두&송이	스토리, 로맨스	만년작가 지망생 안봄. 작가 면접을 봤는데 작가가 아니라 담당자로 취업이 되었다고!?	전체연령가
273	압락사스, 247	스토리, 스릴러	"""다 죽여버리면 되는 거잖아""꼬일 대로 꼬인 악의 연대기"	18세 이용가
274	머리카락을 뽑으면, 이다몽	스토리, 드라마	기억을 잃어버리는 여중생의 잃어버린 기억 찾기	전체연령가
275	11me, 고지애&영재영	스토리, 드라마	또 다른 내가 11명, 신의 선물일까 혹은 장난일까?	전체연령가
276	유령극단, LICO	스토리, 판타지	유령들을 위한 진혼극의 막이 오른다!	전체연령가
277	마음의 숙제, 고아라	스토리, 감성	13년 전 사라진 나의 첫사랑,흡혈귀가 되어 돌아왔다	전체연령가
278	천사가 아니야, 박유나&표류	스토리, 드라마	열혈 신부와 비밀스러운 양호 교사의 피 튀기는 갱생 로맨스	전체연령가
279	도사 가온, 김상민	스토리, 액션	도사가 되고픈 소년 가온과 무명도사의 도술액션 모험판타지!	전체연령가
280	법대로 사랑하라, 노승아&일리	스토리, 로맨스	미스코리아 출신이자 변호사인 김유리는 잘 다니던 대형 로펌을 때려치우고 갑자기 카페를 차린다. 임대계약을 위해 만난 건물주님이 고등학생 때부터의 친구인 정호라는 걸 알기 전까지 그녀의 꿈은 찬란하기만 했는데... 사람 헷갈리게 만드는 추리닝 또라이 정호의 속마음은 대체 뭘까?	전체연령가
281	먹지마세요, 노도&비버	스토리, 판타지	달콤한 복숭아 소년(?)요괴와 귀신들에게 쫓기다.	15세 이용가
282	어른의 계절, 선홍달	에피소드, 드라마	배우의 꿈을 포기하고 학업에 매진하던 나래에게 영화를 만들자는 이원이 나타나고... 스스로를 찾지 못하고 방황하던 나래는 점점 바뀌어가는데...	전체연령가
283	싸움독학, 박태준&김정현	스토리, 액션	힘없고 가난한 내가 우연히 발견한 비밀의 뉴투부. 그건 싸움을 가르치는 뉴투부였다.	15세 이용가
284	열렙전사, 김세훈	스토리, 판타지	'퀘스트를 클리어 하는 자, 모든 것을 얻을 것이다'현실 밖의 현실, 루시드 어드벤쳐 최강의 용사 '열렙전사'와 동료들이 벌이는 본격 RPG 어드벤쳐.	12세 이용가
285	약한영웅, 서패스&김진석	에피소드, 액션	선천적으로 약한 소년이두뇌와 도구, 심리를 이용하여 싸운다.	15세 이용가
286	마법스크롤 상인 지오, 엄재경&호패	스토리, 판타지	마법사인 듯, 마법사 아닌마법사 같은 너! 오지오!	12세 이용가
287	맘마미안, 미티&구구	스토리, 드라마	아들보다 어려진 엄마?!다 큰 아들의 목숨을 건 엄마 뒷바라지!	12세 이용가
288	다이스(DICE), 윤현석	스토리, 판타지	모든 걸 바꾸는 정육면체 - [다이스].다이스(DICE)를 둘러싼 소년소녀들의 판타지 게임!	15세 이용가
289	소녀재판, 루즌아&보로콤	스토리, 드라마	학교에서 아무것도 아니었던 소녀의 예측불허 재판이 시작된다. 지상최대공모전 대상 수상작!	15세 이용가
290	마루한 - 구현동화전휴재, 박성우	옴니버스, 액션	책을 읽는 것 만으로도 강해지는 마루한그가 읽어가는 무협 동화 이야기	12세 이용가
291	돼지우리, 김칸비&천범식	스토리, 스릴러	무인도에 표류한 주인공, 그 앞에 정체불명의 가족이 나타난다.	15세 이용가
292	검은인간, 이저녁	스토리, 액션	너의 흉터도, 너의 두 눈도, 그리고... 너의 힘까지! 지금부터 모든 걸 바꿔줄게.	15세 이용가
293	도망자, 신영우	스토리, 액션	감옥에 수감된 한태수, 그를 죽이려는 잭, 그를 지키려는 강정오.쫓고 쫓기는 세 명이, 차량전복으로 동시에 기억상실증에 걸리게 되는데...<키드갱> 신영우 작가의 코믹액션이 돌아왔다!	12세 이용가
294	호랭총각, 강호진	옴니버스, 개그	매일 아침 씨리얼 한 사발로 하루 끼니를 때우는 가난한 나무꾼 호랭총각.배고프지 않고, 외롭지 않은 삶을 꿈꾸는 선량한 호랭총각과 토마호크 대신 연못에서 솟아난 덩치큰 친구와 함께하는 이상한 이야기.	12세 이용가
295	구름이 피워낸 꽃, 비온후	스토리, 로맨스	이름뿐인 왕녀에서 진정한 왕녀로!아름다운 연꽃 아래 가려진 궁중 로맨스	전체연령가
296	내일, 라마	옴니버스, 드라마	다 되는데 취업만은 안되는 취준생 최준웅(27세,남)우연한 사고로 저승독점기업 주마등의 저승차사들을 만나게되고 특별 위기관리팀의 계약직 막내로 일하며 위기에 처한 사람들을 돕게 되는데.	전체연령가
297	극야, 운&한 큰빛	스토리, 스릴러	폭설, 강풍, 혹한 그리고 반 년 간의 길고 긴 밤이 이어지는 남극의 겨울.지구상 최악의 조건에 고립된 연구원들 앞에 정체불명의 ‘무언가’가 나타났다.	15세 이용가
298	닭강정, 박지독	스토리, 개그	좌충우돌 코믹 병맛 닭강정 스릴러!의문의 기계로 인해 사람이 닭강정으로 변했다.알 수 없는 단서들과 연루된 사람들의 사망, 실종까지, 엄청난 비밀이 숨겨져있음이 드러나는데...	전체연령가
299	인어를 위한 수영교실, 용찬	스토리, 로맨스	헤엄에 서툰 인어를 위한 수영 교실! 초아는 수영을 배워 그리워하던 바다로 다시 돌아갈 수 있을까?	전체연령가
300	합격시켜주세용, 이온	스토리, 판타지	천년째 용이 되려는 수험생 바리와전설의 과외선생 찬영이의 낙동강 용 합격 수기	전체연령가
301	행성인간, 조석	스토리, 스릴러	내가 어떤 존재들의 행성이라면?조석 작가가 그리는 신개념 스릴러	15세 이용가
302	호러전파상, 봄소희&김선희	옴니버스, 판타지	"""명심하세요. 전자기기로 인한 피해는 이 가게에서 책임지지 않습니다.""정체불명 전파상 주인 '야크'의 미스터리 호러"	15세 이용가
303	가비지타임, 2사장	스토리, 스포츠	열혈따윈 개나 줘.낙오자들 뿐인 농구부의 운명은?	전체연령가
304	오로지 너를 이기고 싶어, 아마도지&사삭	에피소드, 로맨스	태어나서 단 한번도 패배해본 적 없는 남주 '이기고'그런 이기고를 처음으로 패배하게 만든 여주 '오로지'과연 이 '내기'의 승자는 누가 될 것인가?	전체연령가
305	강남도깨비, 이경민&송준혁	스토리, 판타지	전세계 44명, 황금의 피를 가진 전교1등을 노리는 도깨비가 나타났다.지상 최대 공모전 최우수상 수상작!!	15세 이용가
306	닥터앤닥터 육아일기, 닥터베르	에피소드, 일상	산부인과 의사 엄마의 임신과 출산, 공학박사 아빠의 논문 기반 육아.완벽할 것만 같은 이들의 앞길은 과연 순탄할까?탄탄대로를 달리던 두 사람의 좌충우돌, 우여곡절 중구난방 육아 이야기!웃다 울고, 울다가 웃게 되는 최고의 항문용 발모제툰!	전체연령가
